metroid,metroname,m_w_a_09,m_b_a_09,m_h_a_09,m_a_a_09,m_o_a_09,m_t_a_09,m_pw_a_09,m_pb_a_09,m_ph_a_09,m_pa_a_09,m_po_a_09,m_dwb_a_09,m_dwh_a_09,m_dwa_a_09,m_dbw_a_09,m_dbh_a_09,m_dba_a_09,m_dhw_a_09,m_dhb_a_09,m_dha_a_09,m_daw_a_09,m_dab_a_09,m_dah_a_09,m_w_a_00,m_b_a_00,m_h_a_00,m_a_a_00,m_o_a_00,m_t_a_00,m_pw_a_00,m_pb_a_00,m_ph_a_00,m_pa_a_00,m_po_a_00,m_dwb_a_00,m_dwh_a_00,m_dwa_a_00,m_dbw_a_00,m_dbh_a_00,m_dba_a_00,m_dhw_a_00,m_dhb_a_00,m_dha_a_00,m_daw_a_00,m_dab_a_00,m_dah_a_00,m_w_a_90,m_b_a_90,m_h_a_90,m_a_a_90,m_o_a_90,m_t_a_90,m_pw_a_90,m_pb_a_90,m_ph_a_90,m_pa_a_90,m_po_a_90,m_dwb_a_90,m_dwh_a_90,m_dwa_a_90,m_dbw_a_90,m_dbh_a_90,m_dba_a_90,m_dhw_a_90,m_dhb_a_90,m_dha_a_90,m_daw_a_90,m_dab_a_90,m_dah_a_90,m_w_a_80,m_b_a_80,m_h_a_80,m_a_a_80,m_o_a_80,m_t_a_80,m_pw_a_80,m_pb_a_80,m_ph_a_80,m_pa_a_80,m_po_a_80,m_dwb_a_80,m_dwh_a_80,m_dwa_a_80,m_dbw_a_80,m_dbh_a_80,m_dba_a_80,m_dhw_a_80,m_dhb_a_80,m_dha_a_80,m_daw_a_80,m_dab_a_80,m_dah_a_80
"39,820","Redding, CA Metropolitan Statistical Area","149,488","1,811","13,854","4,644","9,590","179,387",83.33,1.01,7.72,2.59,5.35,42.96,14.97,31.23,42.96,40.63,44.41,14.97,40.63,31.47,31.23,44.41,31.47,"141,097","1,691","8,998","4,063","7,407","163,256",86.43,1.04,5.51,2.49,4.54,23.90,11.16,28.20,23.90,23.44,18.57,11.16,23.44,27.52,28.20,18.57,27.52,"134,001","1,045","5,652","2,610","3,728","147,036",91.13,0.71,3.84,1.78,2.54,29.78,7.63,40.44,29.78,29.12,30.26,7.63,29.12,38.50,40.44,30.26,38.50,"108,292",717,"3,455",479,"2,772","115,715",93.59,0.62,2.99,0.41,2.40,43.90,9.03,19.69,43.90,46.16,34.72,9.03,46.16,21.92,19.69,34.72,21.92
"39,900","Reno-Sparks, NV Metropolitan Statistical Area","277,213","9,348","84,479","21,205","16,515","408,760",67.82,2.29,20.67,5.19,4.04,42.25,36.81,30.87,42.25,31.13,36.47,36.81,31.13,36.34,30.87,36.47,36.34,"250,893","8,190","56,475","18,849","8,478","342,885",73.17,2.39,16.47,5.50,2.47,32.27,40.80,26.04,32.27,22.61,22.77,40.80,22.61,31.21,26.04,22.77,31.21,"214,768","5,422","23,055","9,299","4,656","257,200",83.50,2.11,8.96,3.62,1.81,36.80,31.08,26.01,36.80,21.22,23.77,31.08,21.22,22.84,26.01,23.77,22.84,"173,814","3,501","9,398","3,524","4,452","194,689",89.28,1.80,4.83,1.81,2.29,44.21,15.91,22.70,44.21,36.36,37.04,15.91,36.36,16.56,22.70,37.04,16.56
"40,060","Richmond, VA Metropolitan Statistical Area","748,002","363,863","46,729","32,140","18,750","1,209,484",61.84,30.08,3.86,2.66,1.55,53.30,47.68,46.66,53.30,46.47,64.75,47.68,46.47,54.73,46.66,64.75,54.73,"702,647","337,157","24,281","23,677","9,195","1,096,957",64.05,30.74,2.21,2.16,0.84,53.24,39.83,36.14,53.24,46.31,62.17,39.83,46.31,36.97,36.14,62.17,36.97,"642,923","281,200","9,742","11,721","3,657","949,243",67.73,29.62,1.03,1.23,0.39,55.65,30.11,35.33,55.65,51.36,64.71,30.11,51.36,32.97,35.33,64.71,32.97,"530,768","225,916","7,239","4,743","3,519","772,185",68.74,29.26,0.94,0.61,0.46,63.01,35.20,35.20,63.01,43.70,69.32,35.20,43.70,39.35,35.20,69.32,39.35
"40,140","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","1,587,032","299,552","1,805,713","224,370","106,272","4,022,939",39.45,7.45,44.89,5.58,2.64,46.24,41.28,40.97,46.24,34.79,44.78,41.28,34.79,46.34,40.97,44.78,46.34,"1,541,053","263,591","1,228,962","165,511","55,704","3,254,821",47.35,8.10,37.76,5.09,1.71,45.49,42.46,37.19,45.49,34.23,37.38,42.46,34.23,41.33,37.19,37.38,41.33,"1,616,253","169,128","686,096","93,736","23,580","2,588,793",62.43,6.53,26.50,3.62,0.91,43.75,35.84,33.30,43.75,36.19,36.12,35.84,36.19,37.31,33.30,36.12,37.31,"1,136,829","76,559","289,691","21,160","26,473","1,550,712",73.31,4.94,18.68,1.36,1.71,52.73,38.09,28.93,52.73,46.92,46.14,38.09,46.92,40.75,28.93,46.14,40.75
"40,220","Roanoke, VA Metropolitan Statistical Area","245,509","37,497","5,882","3,859","3,877","296,624",82.77,12.64,1.98,1.30,1.31,54.02,40.00,48.04,54.02,50.21,64.41,40.00,50.21,49.63,48.04,64.41,49.63,"243,264","36,376","3,269","3,511","1,889","288,309",84.38,12.62,1.13,1.22,0.66,59.84,23.52,31.09,59.84,47.75,57.62,23.52,47.75,27.92,31.09,57.62,27.92,"233,155","31,685","1,501","1,621",436,"268,398",86.87,11.81,0.56,0.60,0.16,64.53,22.23,32.55,64.53,54.94,66.78,22.23,54.94,32.81,32.55,66.78,32.81,"196,232","25,730","1,283",614,482,"224,341",87.47,11.47,0.57,0.27,0.21,70.16,24.59,33.30,70.16,52.32,65.82,24.59,52.32,38.67,33.30,65.82,38.67
"40,340","Rochester, MN Metropolitan Statistical Area","159,938","5,280","5,557","7,291","2,854","180,920",88.40,2.92,3.07,4.03,1.58,54.68,43.08,43.81,54.68,48.14,52.61,43.08,48.14,49.57,43.81,52.61,49.57,"148,540","4,081","3,853","6,148",996,"163,618",90.78,2.49,2.35,3.76,0.61,53.22,32.48,39.59,53.22,38.31,31.57,32.48,38.31,31.09,39.59,31.57,31.09,"136,237",789,"1,213","3,303",403,"141,945",95.98,0.56,0.85,2.33,0.28,45.32,27.38,39.93,45.32,33.66,32.05,27.38,33.66,31.28,39.93,32.05,31.28,"89,806",404,532,959,305,"92,006",97.61,0.44,0.58,1.04,0.33,38.04,17.90,20.49,38.04,31.80,35.82,17.90,31.80,15.29,20.49,35.82,15.29
"40,380","Rochester, NY Metropolitan Statistical Area","829,207","113,149","52,439","23,193","15,038","1,033,026",80.27,10.95,5.08,2.25,1.46,66.66,51.54,50.10,66.66,37.74,65.16,51.54,37.74,59.18,50.10,65.16,59.18,"846,012","114,731","46,655","22,554","7,879","1,037,831",81.52,11.05,4.50,2.17,0.76,66.47,54.05,41.04,66.47,30.08,61.61,54.05,30.08,51.84,41.04,61.61,51.84,"862,857","91,161","31,238","13,690","3,464","1,002,410",86.08,9.09,3.12,1.37,0.35,67.36,55.39,40.70,67.36,36.85,63.78,55.39,36.85,52.92,40.70,63.78,52.92,"864,540","76,669","19,328","5,846","4,847","971,230",89.01,7.89,1.99,0.60,0.50,68.12,56.26,39.26,68.12,44.30,71.80,56.26,44.30,60.58,39.26,71.80,60.58
"40,420","Rockford, IL Metropolitan Statistical Area","262,571","35,188","39,191","6,627","4,626","348,203",75.41,10.11,11.26,1.90,1.33,61.01,40.44,38.06,61.01,45.18,71.79,40.44,45.18,58.56,38.06,71.79,58.56,"256,353","31,212","24,425","5,884","2,330","320,204",80.06,9.75,7.63,1.84,0.73,60.06,43.52,36.30,60.06,41.09,62.27,43.52,41.09,46.68,36.30,62.27,46.68,"246,824","23,174","9,836","3,046",839,"283,719",87.00,8.17,3.47,1.07,0.30,71.97,42.91,39.44,71.97,48.20,73.70,42.91,48.20,53.66,39.44,73.70,53.66,"249,184","20,924","6,639","1,268","1,499","279,514",89.15,7.49,2.38,0.45,0.54,76.87,44.46,32.88,76.87,48.04,77.41,44.46,48.04,51.72,32.88,77.41,51.72
"40,484","Rockingham County-Strafford County, NH Metropolitan Division","394,506","2,969","7,884","7,406","5,571","418,336",94.30,0.71,1.88,1.77,1.33,50.76,38.89,41.31,50.76,60.30,47.51,38.89,60.30,55.94,41.31,47.51,55.94,"373,788","3,003","4,469","5,771","2,561","389,592",95.94,0.77,1.15,1.48,0.66,27.25,19.50,27.84,27.25,23.16,25.28,19.50,23.16,23.34,27.84,25.28,23.34,"339,966","2,767","3,211","3,148",729,"349,821",97.18,0.79,0.92,0.90,0.21,43.35,21.36,27.88,43.35,29.72,36.82,21.36,29.72,25.07,27.88,36.82,25.07,"270,261","1,650","1,742","1,047",873,"275,573",98.07,0.60,0.63,0.38,0.32,51.49,21.21,29.49,51.49,40.91,42.73,21.21,40.91,28.04,29.49,42.73,28.04
"40,580","Rocky Mount, NC Metropolitan Statistical Area","73,385","63,612","6,418",856,"1,129","145,400",50.47,43.75,4.41,0.59,0.78,35.97,47.47,48.58,35.97,53.67,63.12,47.47,53.67,69.76,48.58,63.12,69.76,"75,164","61,811","4,493",710,848,"143,026",52.55,43.22,3.14,0.50,0.59,40.44,36.49,38.75,40.44,44.17,53.08,36.49,44.17,57.21,38.75,53.08,57.21,"76,144","55,632",861,285,313,"133,235",57.15,41.75,0.65,0.21,0.23,43.87,24.61,45.89,43.87,39.50,68.81,24.61,39.50,56.40,45.89,68.81,56.40,"71,823","49,888","1,071",194,165,"123,141",58.33,40.51,0.87,0.16,0.13,41.33,34.01,40.32,41.33,22.92,63.27,34.01,22.92,57.54,40.32,63.27,57.54
"40,660","Rome, GA Metropolitan Statistical Area","72,502","12,674","7,419","1,386","1,258","95,239",76.13,13.31,7.79,1.46,1.32,51.62,57.12,47.42,51.62,43.93,67.52,57.12,43.93,63.18,47.42,67.52,63.18,"71,674","12,253","4,983","1,036",619,"90,565",79.14,13.53,5.50,1.14,0.68,56.05,47.52,30.38,56.05,36.35,56.03,47.52,36.35,41.20,30.38,56.03,41.20,"68,858","11,027",831,400,135,"81,251",84.75,13.57,1.02,0.49,0.17,58.35,37.19,30.56,58.35,39.87,63.05,37.19,39.87,39.56,30.56,63.05,39.56,"68,810","10,141",545,206,98,"79,800",86.23,12.71,0.68,0.26,0.12,59.85,29.42,35.33,59.85,47.34,66.43,29.42,47.34,34.35,35.33,66.43,34.35
"40,900","Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area","1,222,349","151,799","386,020","238,379","78,032","2,076,579",58.86,7.31,18.59,11.48,3.76,56.50,40.03,48.98,56.50,38.12,35.41,40.03,38.12,40.01,48.98,35.41,40.01,"1,144,558","140,110","278,182","193,471","40,536","1,796,857",63.70,7.80,15.48,10.77,2.26,56.01,40.28,47.19,56.01,36.74,29.75,40.28,36.74,35.10,47.19,29.75,35.10,"1,084,411","98,511","172,374","109,539","16,267","1,481,102",73.22,6.65,11.64,7.40,1.10,55.69,36.98,48.11,55.69,39.71,36.16,36.98,39.71,36.02,48.11,36.16,36.02,"870,194","60,444","105,665","43,591","19,920","1,099,814",79.12,5.50,9.61,3.96,1.81,57.92,36.64,46.61,57.92,45.34,49.64,36.64,45.34,41.77,46.61,49.64,41.77
"40,980","Saginaw-Saginaw Township North, MI Metropolitan Statistical Area","145,512","37,186","14,873","2,195","3,048","202,814",71.75,18.34,7.33,1.08,1.50,67.55,40.86,57.94,67.55,43.04,83.83,40.86,43.04,71.95,57.94,83.83,71.95,"151,977","40,019","14,075","2,026","1,942","210,039",72.36,19.05,6.70,0.96,0.92,72.20,44.90,41.48,72.20,42.01,73.81,44.90,42.01,55.28,41.48,73.81,55.28,"160,331","36,273","13,186","1,226",930,"211,946",75.65,17.11,6.22,0.58,0.44,82.70,48.36,43.14,82.70,42.49,82.22,48.36,42.49,56.01,43.14,82.22,56.01,"177,979","35,540","12,356",734,"1,450","228,059",78.04,15.58,5.42,0.32,0.64,83.67,50.47,47.39,83.67,41.07,80.86,50.47,41.07,59.07,47.39,80.86,59.07
"41,060","St. Cloud, MN Metropolitan Statistical Area","173,723","2,918","3,340","2,970","2,677","185,628",93.59,1.57,1.80,1.60,1.44,57.37,42.94,46.76,57.37,66.87,34.12,42.94,66.87,50.05,46.76,34.12,50.05,"159,532","1,775","2,134","2,941","1,010","167,392",95.30,1.06,1.27,1.76,0.60,39.71,29.56,42.18,39.71,39.56,17.14,29.56,39.56,38.18,42.18,17.14,38.18,"146,455",469,651,947,454,"148,976",98.31,0.31,0.44,0.64,0.30,38.31,20.38,37.96,38.31,32.31,19.91,20.38,32.31,33.59,37.96,19.91,33.59,"131,685",187,469,503,504,"133,348",98.75,0.14,0.35,0.38,0.38,45.38,22.38,39.81,45.38,39.73,31.74,22.38,39.73,39.25,39.81,31.74,39.25
"41,100","St. George, UT Metropolitan Statistical Area","114,528",811,"10,013","1,141","3,765","130,258",87.92,0.62,7.69,0.88,2.89,54.85,32.14,35.29,54.85,43.81,61.98,32.14,43.81,38.39,35.29,61.98,38.39,"82,293",348,"4,727","1,173","1,813","90,354",91.08,0.39,5.23,1.30,2.01,22.98,23.25,17.46,22.98,12.45,17.86,23.25,12.45,19.08,17.46,17.86,19.08,"46,665",63,862,276,694,"48,560",96.10,0.13,1.78,0.57,1.43,47.44,13.66,13.78,47.44,38.65,42.41,13.66,38.65,11.60,13.78,42.41,11.60,,,,,,,,,,,,,,,,,,,,,,,
"41,140","St. Joseph, MO-KS Metropolitan Statistical Area","113,144","4,715","3,552",655,"3,208","125,274",90.32,3.76,2.84,0.52,2.56,48.94,34.54,48.36,48.94,45.60,43.03,34.54,45.60,57.22,48.36,43.03,57.22,"112,560","5,502","2,445",664,"1,165","122,336",92.01,4.50,2.00,0.54,0.95,43.01,20.57,29.70,43.01,35.65,45.81,20.57,35.65,28.85,29.70,45.81,28.85,"109,418","3,529","2,060",324,485,"115,816",94.48,3.05,1.78,0.28,0.42,50.18,22.14,41.71,50.18,43.94,58.42,22.14,43.94,45.84,41.71,58.42,45.84,"105,979","2,851","1,683",188,435,"111,136",95.36,2.57,1.51,0.17,0.39,54.36,21.95,30.56,54.36,48.95,55.57,21.95,48.95,42.56,30.56,55.57,42.56
"41,180","St. Louis, MO-IL Metropolitan Statistical Area","2,166,460","507,978","61,156","52,512","39,495","2,827,601",76.62,17.96,2.16,1.86,1.40,73.10,36.36,48.64,73.10,65.75,74.82,36.36,65.75,51.42,48.64,74.82,51.42,"2,127,886","489,035","40,613","44,523","19,434","2,721,491",78.19,17.97,1.49,1.64,0.71,73.39,27.78,42.03,73.39,62.38,69.41,27.78,62.38,36.12,42.03,69.41,36.12,"2,119,639","423,868","26,858","23,378","6,315","2,600,058",81.52,16.30,1.03,0.90,0.24,77.24,23.58,39.95,77.24,69.14,73.19,23.58,69.14,34.90,39.95,73.19,34.90,"1,944,911","406,124","22,493","12,119","7,856","2,393,503",81.26,16.97,0.94,0.51,0.33,81.62,26.35,37.82,81.62,68.90,77.88,26.35,68.90,37.31,37.82,77.88,37.31
"41,420","Salem, OR Metropolitan Statistical Area","282,816","3,353","76,191","7,264","14,755","384,379",73.58,0.87,19.82,1.89,3.84,48.18,42.07,38.33,48.18,56.87,44.54,42.07,56.87,46.92,38.33,44.54,46.92,"271,274","3,609","54,194","8,895","9,242","347,214",78.13,1.04,15.61,2.56,2.66,32.64,41.03,25.90,32.64,37.99,24.54,41.03,37.99,39.63,25.90,24.54,39.63,"246,363","2,231","21,027","4,527","3,876","278,024",88.61,0.80,7.56,1.63,1.39,41.77,36.45,29.59,41.77,47.53,38.18,36.45,47.53,44.13,29.59,38.18,44.13,"225,640","1,389","11,315","2,082","3,728","244,154",92.42,0.57,4.63,0.85,1.53,42.77,34.77,25.98,42.77,49.24,43.18,34.77,49.24,39.44,25.98,43.18,39.44
"41,500","Salinas, CA Metropolitan Statistical Area","144,683","13,399","210,808","25,821","10,211","404,922",35.73,3.31,52.06,6.38,2.52,58.97,59.90,41.38,58.97,66.30,48.85,59.90,66.30,51.41,41.38,48.85,51.41,"162,045","16,186","187,969","29,709","5,853","401,762",40.33,4.03,46.79,7.39,1.46,53.75,58.84,38.27,53.75,60.81,38.21,58.84,60.81,51.42,38.27,38.21,51.42,"186,163","21,506","119,570","25,365","3,053","355,657",52.34,6.05,33.62,7.13,0.86,59.49,56.88,35.54,59.49,69.86,44.16,56.88,69.86,54.52,35.54,44.16,54.52,"173,776","18,442","77,459","17,721","5,793","293,191",59.27,6.29,26.42,6.04,1.98,66.53,55.06,36.95,66.53,77.23,48.89,55.06,77.23,53.73,36.95,48.89,53.73
"41,540","Salisbury, MD Metropolitan Statistical Area","78,983","32,276","3,736","2,008","1,767","118,770",66.50,27.18,3.15,1.69,1.49,46.00,38.49,37.07,46.00,31.72,58.32,38.49,31.72,53.86,37.07,58.32,53.86,"74,366","30,382","2,176","1,829",638,"109,391",67.98,27.77,1.99,1.67,0.58,43.78,31.08,32.53,43.78,28.08,49.91,31.08,28.08,34.90,32.53,49.91,34.90,"70,575","25,373",839,749,237,"97,773",72.18,25.95,0.86,0.77,0.24,44.45,24.02,25.01,44.45,38.53,52.35,24.02,38.53,27.77,25.01,52.35,27.77,"49,679","13,985",408,334,134,"64,540",76.97,21.67,0.63,0.52,0.21,52.60,17.92,30.04,52.60,46.52,64.06,17.92,46.52,22.95,30.04,64.06,22.95
"41,620","Salt Lake City, UT Metropolitan Statistical Area","838,982","14,414","164,941","32,802","39,277","1,090,416",76.94,1.32,15.13,3.01,3.60,54.52,44.13,38.16,54.52,47.66,56.33,44.13,47.66,45.10,38.16,56.33,45.10,"788,302","11,968","113,407","41,341","13,840","968,858",81.36,1.24,11.71,4.27,1.43,35.42,41.20,30.20,35.42,26.57,26.37,41.20,26.57,26.94,30.20,26.37,26.94,"689,465","5,447","46,933","19,847","6,383","768,075",89.77,0.71,6.11,2.58,0.83,44.01,31.41,31.97,44.01,26.35,30.15,31.41,26.35,26.16,31.97,30.15,26.16,"590,532","4,078","33,262","7,770","9,457","645,099",91.54,0.63,5.16,1.20,1.47,48.34,31.33,24.97,48.34,31.52,39.24,31.33,31.52,33.31,24.97,39.24,33.31
"41,660","San Angelo, TX Metropolitan Statistical Area","64,162","4,115","37,085","1,088","1,871","108,321",59.23,3.80,34.24,1.00,1.73,38.55,39.16,45.56,38.55,33.23,56.54,39.16,33.23,55.90,45.56,56.54,55.90,"66,829","4,421","32,382","1,183",966,"105,781",63.18,4.18,30.61,1.12,0.91,34.20,38.24,25.15,34.20,26.96,28.29,38.24,26.96,38.90,25.15,28.29,38.90,"68,882","3,957","25,886",951,411,"100,087",68.82,3.95,25.86,0.95,0.41,39.50,40.61,27.74,39.50,34.54,33.74,40.61,34.54,39.16,27.74,33.74,39.16,"62,696","3,329","17,953",399,407,"84,784",73.95,3.93,21.17,0.47,0.48,52.12,46.49,26.79,52.12,45.25,52.32,46.49,45.25,48.78,26.79,52.32,48.78
"41,700","San Antonio-New Braunfels, TX Metropolitan Statistical Area","746,817","120,446","1,047,774","34,645","30,004","1,979,686",37.72,6.08,52.93,1.75,1.52,51.59,47.12,45.09,51.59,47.45,51.18,47.12,47.45,57.91,45.09,51.18,57.91,"696,316","107,953","863,162","29,682","14,590","1,711,703",40.68,6.31,50.43,1.73,0.85,51.86,49.70,34.09,51.86,51.55,38.96,49.70,51.55,55.02,34.09,38.96,55.02,"641,559","85,714","660,106","14,553","5,813","1,407,745",45.57,6.09,46.89,1.03,0.41,56.11,52.10,33.82,56.11,57.50,45.87,52.10,57.50,58.63,33.82,45.87,58.63,"505,007","71,497","481,511","6,852","7,087","1,071,954",47.11,6.67,44.92,0.64,0.66,61.43,57.49,29.53,61.43,64.57,59.19,57.49,64.57,64.86,29.53,59.19,64.86
"41,740","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","1,531,102","151,579","906,922","310,362","87,578","2,987,543",51.25,5.07,30.36,10.39,2.93,56.61,49.62,49.78,56.61,43.29,51.39,49.62,43.29,48.62,49.78,51.39,48.62,"1,548,833","174,418","750,965","294,966","44,651","2,813,833",55.04,6.20,26.69,10.48,1.59,53.82,50.61,46.73,53.82,39.82,42.93,50.61,39.82,44.62,46.73,42.93,44.62,"1,619,368","145,705","508,735","184,091","18,669","2,476,568",65.39,5.88,20.54,7.43,0.75,58.16,45.28,48.12,58.16,43.64,43.41,45.28,43.64,42.20,48.12,43.41,42.20,"1,353,579","98,863","272,881","78,559","29,458","1,833,340",73.83,5.39,14.88,4.29,1.61,64.39,41.83,45.53,64.39,49.56,50.30,41.83,49.56,38.62,45.53,50.30,38.62
"41,780","Sandusky, OH Metropolitan Statistical Area","66,881","6,659","1,976",484,"1,400","77,400",86.41,8.60,2.55,0.63,1.81,61.58,31.45,45.66,61.58,57.72,81.45,31.45,57.72,58.44,45.66,81.45,58.44,"69,510","7,483","1,664",380,514,"79,551",87.38,9.41,2.09,0.48,0.65,60.35,24.67,27.75,60.35,40.00,56.91,24.67,40.00,40.64,27.75,56.91,40.64,"68,861","6,264","1,180",256,218,"76,779",89.69,8.16,1.54,0.33,0.28,62.00,27.03,36.97,62.00,40.60,61.87,27.03,40.60,45.82,36.97,61.87,45.82,"72,474","5,844","1,027",147,163,"79,655",90.98,7.34,1.29,0.18,0.20,60.74,22.00,33.55,60.74,51.63,50.82,22.00,51.63,35.80,33.55,50.82,35.80
"41,860","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","1,921,442","368,612","845,666","952,089","130,725","4,218,534",45.55,8.74,20.05,22.57,3.10,63.76,49.98,46.44,63.76,45.54,58.95,49.98,45.54,47.76,46.44,58.95,47.76,"2,026,022","419,035","733,249","879,292","66,142","4,123,740",49.13,10.16,17.78,21.32,1.60,63.70,49.68,44.90,63.70,46.75,56.10,49.68,46.75,45.26,44.90,56.10,45.26,"2,157,885","411,927","505,710","578,686","23,585","3,677,793",58.67,11.20,13.75,15.73,0.64,67.14,43.73,45.77,67.14,54.43,57.90,43.73,54.43,42.63,45.77,57.90,42.63,"2,147,226","384,866","351,396","308,395","54,719","3,246,602",66.14,11.85,10.82,9.50,1.69,71.95,40.61,47.93,71.95,62.36,65.53,40.61,62.36,45.03,47.93,65.53,45.03
"41,884","San Francisco-San Mateo-Redwood City, CA Metropolitan Division","861,729","82,173","308,546","442,249","51,171","1,745,868",49.36,4.71,17.67,25.33,2.93,62.07,51.00,49.59,62.07,53.92,58.92,51.00,53.92,49.12,49.59,58.92,49.12,"885,518","99,199","291,563","430,146","24,757","1,731,183",51.15,5.73,16.84,24.85,1.43,60.66,53.47,48.64,60.66,49.72,52.00,53.47,49.72,47.91,48.64,52.00,47.91,"923,490","117,775","233,218","320,287","8,300","1,603,070",57.61,7.35,14.55,19.98,0.52,63.95,49.81,50.22,63.95,54.34,55.15,49.81,54.34,47.27,50.22,55.15,47.27,"969,892","124,821","165,826","199,528","27,556","1,487,623",65.20,8.39,11.15,13.41,1.85,67.66,45.54,51.30,67.66,58.82,59.98,45.54,58.82,46.33,51.30,59.98,46.33
"41,940","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","687,358","43,842","472,937","536,346","43,647","1,784,130",38.53,2.46,26.51,30.06,2.45,45.23,48.51,44.66,45.23,42.22,41.52,48.51,42.22,47.76,44.66,41.52,47.76,"768,795","52,200","428,917","461,060","24,847","1,735,819",44.29,3.01,24.71,26.56,1.43,39.81,50.72,41.95,39.81,34.26,30.98,50.72,34.26,45.67,41.95,30.98,45.67,"888,667","52,750","331,364","252,149","9,344","1,534,274",57.92,3.44,21.60,16.43,0.61,43.24,47.86,38.81,43.24,32.55,26.87,47.86,32.55,40.51,38.81,26.87,40.51,"913,154","42,237","226,611","93,296","19,773","1,295,071",70.51,3.26,17.50,7.20,1.53,47.78,45.15,30.90,47.78,32.46,31.89,45.15,32.46,37.47,30.90,31.89,37.47
"42,020","San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area","192,137","5,145","49,374","8,133","7,360","262,149",73.29,1.96,18.83,3.10,2.81,62.14,28.37,31.39,62.14,57.47,63.10,28.37,57.47,42.84,31.39,63.10,42.84,"187,840","5,514","40,196","8,542","4,589","246,681",76.15,2.24,16.29,3.46,1.86,47.96,28.66,24.68,47.96,39.93,50.72,28.66,39.93,35.43,24.68,50.72,35.43,"176,235","4,325","28,923","5,773","1,894","217,150",81.16,1.99,13.32,2.66,0.87,47.87,29.54,30.55,47.87,35.99,52.75,29.54,35.99,39.61,30.55,52.75,39.61,"132,757","2,649","14,792","2,796","2,388","155,382",85.44,1.70,9.52,1.80,1.54,50.32,28.79,26.57,50.32,47.94,57.60,28.79,47.94,34.84,26.57,57.60,34.84
"42,044","Santa Ana-Anaheim-Irvine, CA Metropolitan Division","1,391,397","48,813","988,325","489,060","63,950","2,981,545",46.67,1.64,33.15,16.40,2.14,51.15,55.32,44.07,51.15,50.96,47.61,55.32,50.96,49.60,44.07,47.61,49.60,"1,460,636","51,253","876,318","426,911","35,855","2,850,973",51.23,1.80,30.74,14.97,1.26,35.85,55.08,39.97,35.85,37.97,34.21,55.08,37.97,49.04,39.97,34.21,49.04,"1,560,904","39,693","566,497","243,747","11,377","2,422,218",64.44,1.64,23.39,10.06,0.47,37.67,49.80,33.29,37.67,37.46,35.18,49.80,37.46,46.05,33.29,35.18,46.05,"1,522,964","24,811","287,888","82,606","29,401","1,947,670",78.19,1.27,14.78,4.24,1.51,44.74,42.34,27.68,44.74,38.28,40.27,42.34,38.28,40.32,27.68,40.27,40.32
"42,060","Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area","211,077","7,394","155,814","17,524","10,216","402,025",52.50,1.84,38.76,4.36,2.54,45.75,45.08,36.24,45.75,49.47,53.07,45.08,49.47,41.33,36.24,53.07,41.33,"227,083","9,987","136,668","19,955","5,654","399,347",56.86,2.50,34.22,5.00,1.42,40.65,45.85,28.67,40.65,39.56,37.04,45.85,39.56,36.40,28.67,37.04,36.40,"244,302","9,378","98,184","15,046","2,671","369,581",66.10,2.54,26.57,4.07,0.72,41.75,41.40,31.87,41.75,40.11,37.57,41.40,40.11,33.68,31.87,37.57,33.68,"223,397","7,554","55,356","7,259","5,128","298,694",74.79,2.53,18.53,2.43,1.72,44.26,38.72,32.75,44.26,39.37,42.57,38.72,39.37,27.42,32.75,42.57,27.42
"42,100","Santa Cruz-Watsonville, CA Metropolitan Statistical Area","158,244","2,526","72,956","9,752","7,920","251,398",62.95,1.00,29.02,3.88,3.15,48.79,56.69,35.45,48.79,64.06,56.70,56.69,64.06,43.81,35.45,56.70,43.81,"167,464","3,190","68,486","11,416","5,046","255,602",65.52,1.25,26.79,4.47,1.97,25.69,56.53,24.57,25.69,52.21,23.37,56.53,52.21,42.88,24.57,23.37,42.88,"171,203","2,330","46,797","7,690","1,714","229,734",74.52,1.01,20.37,3.35,0.75,29.86,54.19,29.03,29.86,54.41,30.77,54.19,54.41,33.33,29.03,30.77,33.33,"151,386","1,377","25,318","4,417","2,885","185,383",81.66,0.74,13.66,2.38,1.56,35.57,50.66,37.01,35.57,53.58,39.35,50.66,53.58,19.96,37.01,39.35,19.96
