metroid,metroname,m_w_a_09,m_b_a_09,m_h_a_09,m_a_a_09,m_o_a_09,m_t_a_09,m_pw_a_09,m_pb_a_09,m_ph_a_09,m_pa_a_09,m_po_a_09,m_dwb_a_09,m_dwh_a_09,m_dwa_a_09,m_dbw_a_09,m_dbh_a_09,m_dba_a_09,m_dhw_a_09,m_dhb_a_09,m_dha_a_09,m_daw_a_09,m_dab_a_09,m_dah_a_09,m_w_a_00,m_b_a_00,m_h_a_00,m_a_a_00,m_o_a_00,m_t_a_00,m_pw_a_00,m_pb_a_00,m_ph_a_00,m_pa_a_00,m_po_a_00,m_dwb_a_00,m_dwh_a_00,m_dwa_a_00,m_dbw_a_00,m_dbh_a_00,m_dba_a_00,m_dhw_a_00,m_dhb_a_00,m_dha_a_00,m_daw_a_00,m_dab_a_00,m_dah_a_00,m_w_a_90,m_b_a_90,m_h_a_90,m_a_a_90,m_o_a_90,m_t_a_90,m_pw_a_90,m_pb_a_90,m_ph_a_90,m_pa_a_90,m_po_a_90,m_dwb_a_90,m_dwh_a_90,m_dwa_a_90,m_dbw_a_90,m_dbh_a_90,m_dba_a_90,m_dhw_a_90,m_dhb_a_90,m_dha_a_90,m_daw_a_90,m_dab_a_90,m_dah_a_90,m_w_a_80,m_b_a_80,m_h_a_80,m_a_a_80,m_o_a_80,m_t_a_80,m_pw_a_80,m_pb_a_80,m_ph_a_80,m_pa_a_80,m_po_a_80,m_dwb_a_80,m_dwh_a_80,m_dwa_a_80,m_dbw_a_80,m_dbh_a_80,m_dba_a_80,m_dhw_a_80,m_dhb_a_80,m_dha_a_80,m_daw_a_80,m_dab_a_80,m_dah_a_80
"42,140","Santa Fe, NM Metropolitan Statistical Area","63,119","1,001","72,222","1,630","5,529","143,501",43.99,0.70,50.33,1.14,3.85,53.21,41.08,47.38,53.21,49.74,64.87,41.08,49.74,50.60,47.38,64.87,50.60,"58,790",935,"63,405","1,531","4,631","129,292",45.47,0.72,49.04,1.18,3.58,29.16,41.22,27.09,29.16,26.39,23.50,41.22,26.39,28.97,27.09,23.50,28.97,"46,450",505,"48,939",439,"2,595","98,928",46.95,0.51,49.47,0.44,2.62,32.48,35.44,23.23,32.48,30.86,32.69,35.44,30.86,37.06,23.23,32.69,37.06,"30,762",373,"41,865",181,"2,179","75,360",40.82,0.49,55.55,0.24,2.89,37.41,28.08,32.91,37.41,34.10,42.63,28.08,34.10,33.32,32.91,42.63,33.32
"42,220","Santa Rosa-Petaluma, CA Metropolitan Statistical Area","320,039","7,007","103,650","18,307","15,215","464,218",68.94,1.51,22.33,3.94,3.28,47.21,34.43,32.88,47.21,40.05,41.84,34.43,40.05,36.32,32.88,41.84,36.32,"341,686","8,412","79,511","19,199","9,806","458,614",74.50,1.83,17.34,4.19,2.14,31.05,34.54,25.84,31.05,27.72,19.75,34.54,27.72,31.75,25.84,19.75,31.75,"327,428","5,268","41,223","10,234","4,068","388,221",84.34,1.36,10.62,2.64,1.05,34.40,25.00,24.91,34.40,28.64,19.14,25.00,28.64,25.28,24.91,19.14,25.28,"266,205","3,370","20,824","4,223","5,059","299,681",88.83,1.12,6.95,1.41,1.69,42.15,22.53,20.38,42.15,35.17,33.21,22.53,35.17,28.00,20.38,33.21,28.00
"42,340","Savannah, GA Metropolitan Statistical Area","196,361","112,232","9,525","6,189","4,237","328,544",59.77,34.16,2.90,1.88,1.29,51.65,37.64,36.23,51.65,48.85,51.01,37.64,48.85,38.90,36.23,51.01,38.90,"176,433","102,874","6,399","5,295","1,999","293,000",60.22,35.11,2.18,1.81,0.68,55.71,34.46,31.76,55.71,50.85,52.86,34.46,50.85,28.44,31.76,52.86,28.44,"163,867","88,068","3,087","2,390",643,"258,055",63.50,34.13,1.20,0.93,0.25,60.35,32.23,34.73,60.35,58.70,61.30,32.23,58.70,28.09,34.73,61.30,28.09,"143,911","82,172","2,495","1,404",743,"230,725",62.37,35.61,1.08,0.61,0.32,66.51,34.73,33.92,66.51,45.77,68.52,34.73,45.77,34.59,33.92,68.52,34.59
"42,540","Scranton--Wilkes-Barre, PA Metropolitan Statistical Area","508,460","11,868","18,923","4,783","4,867","548,901",92.63,2.16,3.45,0.87,0.89,60.39,52.28,54.94,60.39,55.77,63.71,52.28,55.77,65.75,54.94,63.71,65.75,"538,561","9,216","6,858","4,248","1,742","560,625",96.06,1.64,1.22,0.76,0.31,56.47,39.64,36.63,56.47,39.29,48.70,39.64,39.29,39.05,36.63,48.70,39.05,"563,079","5,465","3,247","2,871",602,"575,264",97.88,0.95,0.56,0.50,0.10,65.44,30.22,42.43,65.44,48.53,52.31,30.22,48.53,40.85,42.43,52.31,40.85,"563,235","3,360","2,108","1,551",733,"570,987",98.64,0.59,0.37,0.27,0.13,70.79,24.12,42.85,70.79,62.42,64.28,24.12,62.42,40.11,42.85,64.28,40.11
"42,644","Seattle-Bellevue-Everett, WA Metropolitan Division","1,801,975","126,047","187,573","307,699","109,203","2,532,497",71.15,4.98,7.41,12.15,4.31,55.08,36.84,37.43,55.08,41.02,42.43,36.84,41.02,38.43,37.43,42.43,38.43,"1,780,325","122,372","123,832","266,432","50,097","2,343,058",75.98,5.22,5.29,11.37,2.14,49.25,30.22,34.31,49.25,33.30,32.07,30.22,33.30,29.92,34.31,32.07,29.92,"1,682,488","79,239","54,922","131,523","23,843","1,972,015",85.32,4.02,2.79,6.67,1.21,56.23,20.34,36.56,56.23,44.69,37.86,20.34,44.69,28.43,36.56,37.86,28.43,"1,424,616","56,999","31,873","60,790","29,586","1,603,864",88.82,3.55,1.99,3.79,1.84,67.70,18.89,39.14,67.70,57.89,44.90,18.89,57.89,31.02,39.14,44.90,31.02
"42,660","Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area","2,370,209","180,474","246,670","353,536","155,947","3,306,836",71.68,5.46,7.46,10.69,4.72,53.81,35.87,38.99,53.81,39.92,43.02,35.87,39.92,38.66,38.99,43.02,38.66,"2,313,259","179,746","162,453","319,030","69,390","3,043,878",76.00,5.91,5.34,10.48,2.28,49.72,30.39,34.50,49.72,32.66,33.77,30.39,32.66,29.36,34.50,33.77,29.36,"2,170,677","120,330","75,448","159,285","32,207","2,557,947",84.86,4.70,2.95,6.23,1.26,56.51,22.26,36.80,56.51,40.78,39.16,22.26,40.78,28.87,36.80,39.16,28.87,"1,844,402","86,317","44,751","74,446","39,321","2,089,237",88.28,4.13,2.14,3.56,1.88,64.84,22.77,37.74,64.84,48.80,44.64,22.77,48.80,29.55,37.74,44.64,29.55
"42,680","Sebastian-Vero Beach, FL Metropolitan Statistical Area","105,108","10,905","12,652","1,506","1,640","131,811",79.74,8.27,9.60,1.14,1.24,54.62,38.74,40.93,54.62,56.08,60.86,38.74,56.08,56.93,40.93,60.86,56.93,"94,250","9,526","7,381","1,080",710,"112,947",83.45,8.43,6.53,0.96,0.63,57.03,46.41,20.14,57.03,59.74,59.23,46.41,59.74,46.76,20.14,59.23,46.76,"79,349","7,552","2,704",455,148,"90,208",87.96,8.37,3.00,0.50,0.16,63.13,40.71,23.71,63.13,62.56,68.59,40.71,62.56,46.86,23.71,68.59,46.86,"50,437","7,768","1,382",148,161,"59,896",84.21,12.97,2.31,0.25,0.27,67.59,33.96,15.50,67.59,67.97,69.14,33.96,67.97,34.92,15.50,69.14,34.92
"43,100","Sheboygan, WI Metropolitan Statistical Area","100,721","1,535","5,639","4,776","1,451","114,122",88.26,1.35,4.94,4.18,1.27,61.33,37.94,49.95,61.33,63.10,56.00,37.94,63.10,30.98,49.95,56.00,30.98,"102,628","1,394","3,789","4,076",759,"112,646",91.11,1.24,3.36,3.62,0.67,51.02,39.79,46.06,51.02,47.73,54.15,39.79,47.73,18.46,46.06,54.15,18.46,"99,447",412,"1,668","1,999",351,"103,877",95.74,0.40,1.61,1.92,0.34,58.41,37.88,51.84,58.41,62.94,72.38,37.88,62.94,31.89,51.84,72.38,31.89,"98,882",302,"1,047",214,490,"100,935",97.97,0.30,1.04,0.21,0.49,69.51,32.25,23.55,69.51,71.77,71.14,32.25,71.77,29.37,23.55,71.14,29.37
"43,300","Sherman-Denison, TX Metropolitan Statistical Area","94,952","6,837","11,522",974,"3,628","117,913",80.53,5.80,9.77,0.83,3.08,46.81,32.89,56.31,46.81,36.59,60.58,32.89,36.59,54.94,56.31,60.58,54.94,"92,857","6,845","7,519",885,"2,489","110,595",83.96,6.19,6.80,0.80,2.25,45.88,35.95,28.61,45.88,24.71,33.52,35.95,24.71,31.59,28.61,33.52,31.59,"84,271","6,511","2,795",391,"1,053","95,021",88.69,6.85,2.94,0.41,1.11,49.84,28.93,31.29,49.84,34.56,50.47,28.93,34.56,34.43,31.29,50.47,34.43,"81,265","6,286","1,349",178,718,"89,796",90.50,7.00,1.50,0.20,0.80,57.50,24.84,37.67,57.50,47.02,51.59,24.84,47.02,26.65,37.67,51.59,26.65
"43,340","Shreveport-Bossier City, LA Metropolitan Statistical Area","216,049","151,454","11,308","4,181","4,444","387,436",55.76,39.09,2.92,1.08,1.15,56.49,40.76,38.56,56.49,54.89,67.68,40.76,54.89,50.47,38.56,67.68,50.47,"217,317","144,377","7,209","3,809","3,253","375,965",57.80,38.40,1.92,1.01,0.87,56.05,26.57,29.38,56.05,50.00,62.24,26.57,50.00,27.30,29.38,62.24,27.30,"224,495","127,507","4,771","1,971",943,"359,687",62.41,35.45,1.33,0.55,0.26,57.58,23.62,33.14,57.58,51.54,66.84,23.62,51.54,28.60,33.14,66.84,28.60,"216,594","109,047","5,088","1,193","1,157","333,079",65.03,32.74,1.53,0.36,0.35,65.30,28.71,29.16,65.30,48.10,66.79,28.71,48.10,32.30,29.16,66.79,32.30
"43,580","Sioux City, IA-NE-SD Metropolitan Statistical Area","112,849","2,543","18,592","4,163","4,083","142,230",79.34,1.79,13.07,2.93,2.87,58.88,56.12,54.24,58.88,51.78,58.91,56.12,51.78,41.03,54.24,58.91,41.03,"119,197","2,843","14,555","3,751","2,707","143,053",83.32,1.99,10.17,2.62,1.89,46.68,54.15,45.22,46.68,33.60,24.91,54.15,33.60,21.87,45.22,24.91,21.87,"122,107","1,934","3,799","1,602","1,908","131,350",92.96,1.47,2.89,1.22,1.45,60.95,47.37,49.13,60.95,33.88,45.03,47.37,33.88,29.38,49.13,45.03,29.38,"123,630","1,170","1,682",380,"1,533","128,395",96.29,0.91,1.31,0.30,1.19,61.46,38.39,29.51,61.46,46.53,61.83,38.39,46.53,35.82,29.51,61.83,35.82
"43,620","Sioux Falls, SD Metropolitan Statistical Area","205,075","4,506","7,818","2,763","7,222","227,384",90.19,1.98,3.44,1.22,3.18,62.09,50.83,42.70,62.09,43.48,49.64,50.83,43.48,52.50,42.70,49.64,52.50,"174,557","3,083","3,437","2,158","3,858","187,093",93.30,1.65,1.84,1.15,2.06,40.81,42.46,29.62,40.81,17.08,22.93,42.46,17.08,27.35,29.62,22.93,27.35,"149,499",764,697,741,"1,799","153,500",97.39,0.50,0.45,0.48,1.17,42.29,27.83,30.55,42.29,29.34,27.97,27.83,29.34,31.23,30.55,27.97,31.23,"120,866",270,494,364,"1,383","123,377",97.96,0.22,0.40,0.30,1.12,36.68,19.67,35.30,36.68,29.03,42.16,19.67,29.03,33.82,35.30,42.16,33.82
"43,780","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","252,036","34,501","17,947","5,139","7,260","316,883",79.54,10.89,5.66,1.62,2.29,58.18,45.22,50.76,58.18,40.29,62.49,45.22,40.29,60.73,50.76,62.49,60.73,"258,959","35,738","13,790","4,773","3,403","316,663",81.78,11.29,4.35,1.51,1.07,58.41,47.95,36.69,58.41,38.51,58.95,47.95,38.51,53.34,36.69,58.95,53.34,"258,878","27,637","5,852","2,641","1,521","296,529",87.30,9.32,1.97,0.89,0.51,61.97,41.00,40.02,61.97,43.99,67.23,41.00,43.99,49.03,40.02,67.23,49.03,"258,873","25,584","4,000","1,241","1,418","291,116",88.92,8.79,1.37,0.43,0.49,64.08,42.95,34.55,64.08,48.80,65.47,42.95,48.80,46.68,34.55,65.47,46.68
"43,900","Spartanburg, SC Metropolitan Statistical Area","197,336","57,517","13,744","5,057","2,890","276,544",71.36,20.80,4.97,1.83,1.05,42.88,44.63,43.39,42.88,48.85,46.33,44.63,48.85,62.87,43.39,46.33,62.87,"187,752","53,343","7,081","4,166","1,449","253,791",73.98,21.02,2.79,1.64,0.57,39.63,36.41,38.54,39.63,38.14,46.67,36.41,38.14,42.52,38.54,46.67,42.52,"176,556","46,750","1,521","1,633",340,"226,800",77.85,20.61,0.67,0.72,0.15,42.27,22.40,46.52,42.27,37.14,58.96,22.40,37.14,42.96,46.52,58.96,42.96,"159,020","40,261","1,616",535,429,"201,861",78.78,19.94,0.80,0.27,0.21,42.94,27.11,40.01,42.94,28.49,57.65,27.11,28.49,47.32,40.01,57.65,47.32
"44,060","Spokane, WA Metropolitan Statistical Area","400,901","7,298","17,665","9,984","19,079","454,927",88.12,1.60,3.88,2.19,4.19,51.44,27.57,35.44,51.44,41.51,53.80,27.57,41.51,34.52,35.44,53.80,34.52,"375,427","8,908","11,561","11,408","10,635","417,939",89.83,2.13,2.77,2.73,2.54,34.38,18.77,20.28,34.38,20.82,27.92,18.77,20.82,18.00,20.28,27.92,18.00,"337,561","4,972","6,994","6,352","5,485","361,364",93.41,1.38,1.94,1.76,1.52,41.07,19.54,25.42,41.07,28.43,31.59,19.54,28.43,22.00,25.42,31.59,22.00,"323,170","4,238","4,811","3,759","5,857","341,835",94.54,1.24,1.41,1.10,1.71,43.91,18.26,24.49,43.91,33.73,34.62,18.26,33.73,22.13,24.49,34.62,22.13
"44,100","Springfield, IL Metropolitan Statistical Area","176,641","21,197","2,837","2,497","3,337","206,509",85.54,10.26,1.37,1.21,1.62,60.47,37.55,56.19,60.47,59.34,78.60,37.55,59.34,61.21,56.19,78.60,61.21,"176,207","19,324","2,094","2,540","1,272","201,437",87.47,9.59,1.04,1.26,0.63,57.00,21.46,37.13,57.00,44.17,55.68,21.46,44.17,32.96,37.13,55.68,32.96,"172,135","14,306","1,311","1,370",428,"189,550",90.81,7.55,0.69,0.72,0.23,65.16,20.26,36.48,65.16,57.12,67.57,20.26,57.12,35.60,36.48,67.57,35.60,"173,889","11,326","1,059",963,552,"187,789",92.60,6.03,0.56,0.51,0.29,68.44,17.49,31.49,68.44,63.33,68.16,17.49,63.33,31.41,31.49,68.16,31.41
"44,140","Springfield, MA Metropolitan Statistical Area","534,451","40,987","95,230","14,719","9,770","695,157",76.88,5.90,13.70,2.12,1.41,66.85,64.00,49.52,66.85,43.74,63.99,64.00,43.74,62.82,49.52,63.99,62.82,"543,462","41,243","75,834","13,891","5,584","680,014",79.92,6.07,11.15,2.04,0.82,64.75,64.08,41.56,64.75,42.52,58.30,64.08,42.52,60.92,41.56,58.30,60.92,"576,951","34,990","50,514","8,582","1,933","672,970",85.73,5.20,7.51,1.28,0.29,68.52,64.30,43.92,68.52,52.39,67.95,64.30,52.39,64.63,43.92,67.95,64.63,"523,254","29,166","24,475","2,639","2,297","581,831",89.93,5.01,4.21,0.45,0.39,72.05,67.11,38.75,72.05,63.71,71.17,67.11,63.71,69.67,38.75,71.17,69.67
"44,180","Springfield, MO Metropolitan Statistical Area","384,762","8,186","9,804","3,968","10,915","417,635",92.13,1.96,2.35,0.95,2.61,52.12,31.79,51.84,52.12,52.55,54.86,31.79,52.55,53.75,51.84,54.86,53.75,"345,651","7,120","6,045","3,992","5,566","368,374",93.83,1.93,1.64,1.08,1.51,47.28,20.96,35.30,47.28,30.03,38.81,20.96,30.03,32.52,35.30,38.81,32.52,"288,843","4,020","2,369","1,692","1,894","298,818",96.66,1.35,0.79,0.57,0.63,55.31,15.66,35.60,55.31,47.00,49.14,15.66,47.00,31.45,35.60,49.14,31.45,"201,228","2,995","1,370",813,"1,298","207,704",96.88,1.44,0.66,0.39,0.62,57.18,18.26,35.27,57.18,46.09,52.26,18.26,46.09,36.70,35.27,52.26,36.70
"44,220","Springfield, OH Metropolitan Statistical Area","121,749","12,643","2,572",853,"2,602","140,419",86.70,9.00,1.83,0.61,1.85,64.95,40.78,54.27,64.95,64.83,81.09,40.78,64.83,64.30,54.27,81.09,64.30,"126,748","13,923","1,699","1,063","1,309","144,742",87.57,9.62,1.17,0.73,0.90,61.85,28.80,30.41,61.85,55.32,70.41,28.80,55.32,44.93,30.41,70.41,44.93,"132,636","12,954",970,627,357,"147,544",89.90,8.78,0.66,0.42,0.24,67.50,21.12,34.16,67.50,62.07,73.47,21.12,62.07,30.18,34.16,73.47,30.18,"132,130","13,092",863,427,471,"146,983",89.89,8.91,0.59,0.29,0.32,67.45,24.76,37.13,67.45,52.19,70.52,24.76,52.19,39.34,37.13,70.52,39.34
"44,300","State College, PA Metropolitan Statistical Area","128,347","4,184","3,276","6,848","1,651","144,306",88.94,2.90,2.27,4.75,1.14,55.21,33.20,50.81,55.21,42.74,42.74,33.20,42.74,41.68,50.81,42.74,41.68,"123,055","3,795","2,243","5,967",698,"135,758",90.64,2.80,1.65,4.40,0.51,48.72,37.73,48.99,48.72,23.68,33.10,37.73,23.68,23.59,48.99,33.10,23.59,"115,655","2,726","1,350","3,817",238,"123,786",93.43,2.20,1.09,3.08,0.19,49.64,35.06,52.38,49.64,28.07,33.11,35.06,28.07,25.67,52.38,33.11,25.67,"108,690","1,439",830,"1,179",622,"112,760",96.39,1.28,0.74,1.05,0.55,50.45,30.69,46.27,50.45,35.49,32.35,30.69,35.49,24.20,46.27,32.35,24.20
"44,600","Steubenville-Weirton, OH-WV Metropolitan Statistical Area","114,820","4,635",928,513,"1,882","122,778",93.52,3.78,0.76,0.42,1.53,57.60,53.50,58.84,57.60,47.07,70.39,53.50,47.07,72.48,58.84,70.39,72.48,"124,197","5,647",801,613,750,"132,008",94.08,4.28,0.61,0.46,0.57,58.72,22.11,27.56,58.72,49.61,59.49,22.11,49.61,28.89,27.56,59.49,28.89,"135,521","5,584",710,424,284,"142,523",95.09,3.92,0.50,0.30,0.20,62.45,27.40,35.63,62.45,46.41,59.63,27.40,46.41,39.74,35.63,59.63,39.74,"155,207","6,318",839,362,373,"163,099",95.16,3.87,0.51,0.22,0.23,66.09,19.96,40.04,66.09,61.62,68.75,19.96,61.62,38.33,40.04,68.75,38.33
"44,700","Stockton, CA Metropolitan Statistical Area","261,622","49,064","241,865","92,945","19,145","664,641",39.36,7.38,36.39,13.98,2.88,51.02,33.31,49.47,51.02,38.89,31.14,33.31,38.89,41.69,49.47,31.14,41.69,"267,002","39,684","172,073","72,934","11,905","563,598",47.37,7.04,30.53,12.94,2.11,53.51,36.38,48.47,53.51,37.92,27.25,36.38,37.92,39.72,48.47,27.25,39.72,"282,755","24,791","112,673","55,774","4,624","480,617",58.83,5.16,23.44,11.60,0.96,59.93,36.10,55.68,59.93,39.98,35.04,36.10,39.98,44.43,55.68,35.04,44.43,"237,233","18,444","66,565","17,879","7,221","347,342",68.30,5.31,19.16,5.15,2.08,64.04,37.68,42.07,64.04,40.43,45.17,37.68,40.43,38.17,42.07,45.17,38.17
"44,940","Sumter, SC Metropolitan Statistical Area","50,082","49,418","2,655","1,344",942,"104,441",47.95,47.32,2.54,1.29,0.90,35.50,24.25,47.09,35.50,37.83,64.61,24.25,37.83,47.46,47.09,64.61,47.46,"51,664","49,115","1,918","1,234",715,"104,646",49.37,46.93,1.83,1.18,0.68,39.09,25.75,30.73,39.09,33.20,54.47,25.75,33.20,28.14,30.73,54.47,28.14,"56,130","44,139","1,239",880,249,"102,637",54.69,43.00,1.21,0.86,0.24,42.85,35.55,35.97,42.85,44.54,60.94,35.55,44.54,21.13,35.97,60.94,21.13,"47,783","38,334","1,339",429,358,"88,243",54.15,43.44,1.52,0.49,0.41,45.67,34.60,44.75,45.67,25.13,61.86,34.60,25.13,37.76,44.75,61.86,37.76
"45,060","Syracuse, NY Metropolitan Statistical Area","554,862","48,012","16,372","13,461","12,595","645,302",85.98,7.44,2.54,2.09,1.95,70.96,47.57,53.50,70.96,47.29,64.35,47.57,47.29,53.55,53.50,64.35,53.55,"568,273","47,483","13,501","12,122","8,775","650,154",87.41,7.30,2.08,1.86,1.35,69.34,44.42,44.83,69.34,40.72,58.23,44.42,40.72,45.05,44.83,58.23,45.05,"600,795","38,206","8,926","7,565","4,372","659,864",91.05,5.79,1.35,1.15,0.66,73.00,39.60,45.24,73.00,52.03,65.58,39.60,52.03,46.23,45.24,65.58,46.23,"597,999","30,551","5,662","3,217","5,534","642,963",93.01,4.75,0.88,0.50,0.86,74.88,35.62,40.64,74.88,52.84,67.10,35.62,52.84,38.29,40.64,67.10,38.29
"45,104","Tacoma, WA Metropolitan Division","568,234","54,427","59,097","45,837","46,744","774,339",73.38,7.03,7.63,5.92,6.04,48.48,32.80,38.29,48.48,35.06,32.20,32.80,35.06,29.26,38.29,32.20,29.26,"532,934","57,374","38,621","52,598","19,293","700,820",76.04,8.19,5.51,7.51,2.75,45.42,30.99,33.71,45.42,23.93,23.77,30.99,23.93,22.15,33.71,23.77,22.15,"488,189","41,091","20,526","27,762","8,364","585,932",83.32,7.01,3.50,4.74,1.43,48.14,26.98,36.85,48.14,25.72,27.57,26.98,25.72,22.94,36.85,27.57,22.94,"419,786","29,318","12,878","13,656","9,735","485,373",86.49,6.04,2.65,2.81,2.01,51.22,32.23,33.21,51.22,26.04,36.42,32.23,26.04,20.74,33.21,36.42,20.74
"45,220","Tallahassee, FL Metropolitan Statistical Area","207,080","115,708","17,171","7,166","4,788","351,913",58.84,32.88,4.88,2.04,1.36,42.23,35.31,37.43,42.23,36.42,53.41,35.31,36.42,46.86,37.43,53.41,46.86,"196,563","103,651","11,922","5,620","2,548","320,304",61.37,32.36,3.72,1.75,0.80,43.48,32.84,31.38,43.48,31.34,50.72,32.84,31.34,35.44,31.38,50.72,35.44,"173,148","76,524","5,892","2,767",765,"259,096",66.83,29.53,2.27,1.07,0.30,51.00,31.12,32.71,51.00,48.12,60.02,31.12,48.12,33.34,32.71,60.02,33.34,"117,052","38,112","2,532",962,884,"159,542",73.37,23.89,1.59,0.60,0.55,51.19,25.74,21.43,51.19,41.73,52.61,25.74,41.73,21.04,21.43,52.61,21.04
"45,300","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area","1,904,350","299,994","381,769","74,082","42,195","2,702,390",70.47,11.10,14.13,2.74,1.56,57.85,42.18,39.79,57.85,46.71,59.98,42.18,46.71,47.75,39.79,59.98,47.75,"1,821,955","248,058","248,642","53,724","23,618","2,395,997",76.04,10.35,10.38,2.24,0.99,63.48,44.40,33.44,63.48,51.76,59.92,44.40,51.76,39.48,33.44,59.92,39.48,"1,719,175","181,253","139,241","22,192","5,969","2,067,830",83.14,8.77,6.73,1.07,0.29,69.67,45.26,33.79,69.67,62.49,69.10,45.26,62.49,42.10,33.79,69.10,42.10,"1,333,166","143,225","79,390","6,936","5,854","1,568,571",84.99,9.13,5.06,0.44,0.37,78.17,49.78,31.58,78.17,71.97,77.82,49.78,71.97,47.14,31.58,77.82,47.14
"45,460","Terre Haute, IN Metropolitan Statistical Area","154,947","7,798","2,287","1,864","2,837","169,733",91.29,4.59,1.35,1.10,1.67,64.58,45.28,60.88,64.58,41.87,75.56,45.28,41.87,73.00,60.88,75.56,73.00,"158,056","8,117","1,716","1,727","1,327","170,943",92.46,4.75,1.00,1.01,0.78,59.29,25.62,45.07,59.29,36.79,59.06,25.62,36.79,44.01,45.07,59.06,44.01,"157,789","5,935","1,183","1,211",460,"166,578",94.72,3.56,0.71,0.73,0.28,61.77,41.06,51.17,61.77,48.11,61.29,41.06,48.11,52.07,51.17,61.29,52.07,"167,970","6,273","1,062",637,641,"176,583",95.12,3.55,0.60,0.36,0.36,64.36,29.88,39.48,64.36,46.31,55.18,29.88,46.31,39.89,39.48,55.18,39.89
"45,500","Texarkana, TX-Texarkana, AR Metropolitan Statistical Area","92,402","32,287","6,140",888,"3,095","134,812",68.54,23.95,4.55,0.66,2.30,41.97,31.61,48.82,41.97,41.87,62.40,31.61,41.87,47.89,48.82,62.40,47.89,"92,318","30,476","4,633",718,"1,604","129,749",71.15,23.49,3.57,0.55,1.24,42.95,38.58,27.49,42.95,39.63,35.26,38.58,39.63,40.06,27.49,35.26,40.06,"91,229","26,299","1,644",393,567,"120,132",75.94,21.89,1.37,0.33,0.47,40.67,26.45,36.17,40.67,42.71,43.79,26.45,42.71,47.02,36.17,43.79,47.02,"85,746","25,377","1,271",268,405,"113,067",75.84,22.44,1.12,0.24,0.36,40.41,25.43,35.28,40.41,37.35,48.75,25.43,37.35,35.38,35.28,48.75,35.38
"45,780","Toledo, OH Metropolitan Statistical Area","534,598","86,134","35,171","8,313","9,329","673,545",79.37,12.79,5.22,1.23,1.39,68.07,34.49,44.93,68.07,61.30,67.39,34.49,61.30,54.71,44.93,67.39,54.71,"533,837","82,631","28,660","8,615","5,445","659,188",80.98,12.54,4.35,1.31,0.83,69.72,33.78,36.43,69.72,59.79,65.28,33.78,59.79,50.93,36.43,65.28,50.93,"554,961","69,350","21,873","6,105","1,843","654,132",84.84,10.60,3.34,0.93,0.28,74.43,37.20,41.52,74.43,68.43,70.19,37.20,68.43,57.38,41.52,70.19,57.38,"567,521","64,996","17,937","3,014","2,931","656,399",86.46,9.90,2.73,0.46,0.45,79.39,41.44,38.07,79.39,72.81,77.37,41.44,72.81,58.47,38.07,77.37,58.47
"45,820","Topeka, KS Metropolitan Statistical Area","186,173","15,825","16,875","2,432","7,456","228,761",81.38,6.92,7.38,1.06,3.26,58.71,42.18,51.32,58.71,33.77,58.29,42.18,33.77,51.84,51.32,58.29,51.84,"187,516","16,829","13,138","2,269","4,799","224,551",83.51,7.49,5.85,1.01,2.14,52.96,42.91,34.68,52.96,29.34,48.49,42.91,29.34,44.55,34.68,48.49,44.55,"184,754","13,240","8,346","1,198","2,719","210,257",87.87,6.30,3.97,0.57,1.29,58.89,40.86,35.86,58.89,35.46,54.43,40.86,35.46,45.11,35.86,54.43,45.11,"164,794","11,728","6,378",708,"1,834","185,442",88.87,6.32,3.44,0.38,0.99,58.56,41.62,35.62,58.56,37.31,54.69,41.62,37.31,46.66,35.62,54.69,46.66
"45,940","Trenton-Ewing, NJ Metropolitan Statistical Area","212,436","71,325","46,694","28,870","4,453","363,778",58.40,19.61,12.84,7.94,1.22,62.72,57.03,38.75,62.72,48.26,69.68,57.03,48.26,62.79,38.75,69.68,62.79,"225,284","70,379","33,898","18,892","2,308","350,761",64.23,20.06,9.66,5.39,0.66,62.92,53.05,38.08,62.92,45.31,72.59,53.05,45.31,61.60,38.08,72.59,61.60,"236,143","59,449","19,665","9,736",831,"325,824",72.48,18.25,6.04,2.99,0.26,68.01,54.53,37.27,68.01,45.08,73.71,54.53,45.08,62.54,37.27,73.71,62.54,"237,340","54,876","10,580","3,723","1,344","307,863",77.09,17.82,3.44,1.21,0.44,70.24,57.28,34.77,70.24,46.26,74.27,57.28,46.26,63.24,34.77,74.27,63.24
"46,060","Tucson, AZ Metropolitan Statistical Area","566,377","31,800","324,836","24,268","42,932","990,213",57.20,3.21,32.80,2.45,4.34,41.56,46.98,33.35,41.56,40.93,50.43,46.98,40.93,54.62,33.35,50.43,54.62,"518,720","27,876","247,578","21,428","28,144","843,746",61.48,3.30,29.34,2.54,3.34,37.76,48.77,25.19,37.76,36.48,30.76,48.77,36.48,50.65,25.19,30.76,50.65,"454,919","19,455","163,262","11,228","18,016","666,880",68.22,2.92,24.48,1.68,2.70,41.74,49.70,26.59,41.74,38.15,33.40,49.70,38.15,50.69,26.59,33.40,50.69,"384,932","14,666","111,418","4,372","16,055","531,443",72.43,2.76,20.97,0.82,3.02,50.19,52.75,24.00,50.19,45.98,41.50,52.75,45.98,52.94,24.00,41.50,52.94
